winery,winename,country,region,rating,numberOfRatings,wineHtmlLink
Bodega Contador (Benjamín Romeo),A Mi Manera Rioja 2018,Spain,Rioja,3.6,70,https://www.vivino.com/es-contador-a-mi-manera-rioja/w/1213594?year=2018&price_id=18502484
Alessandro di Camporeale,Donnatà 2018,Italy,Terre Siciliane,3.6,68,https://www.vivino.com/alessandro-di-camporeale-donnata/w/2292055?year=2018&price_id=20755695
Château la Croix Bigorre,Castillon Côtes de Bordeaux 2015,France,Castillon - Côtes de Bordeaux,3.6,68,https://www.vivino.com/chateau-la-croix-bigorre-castillon-cotes-de-bordeaux/w/2454620?year=2015&price_id=19574658
Donnafugata,Sedàra 2018,Italy,Sicilia,3.6,68,https://www.vivino.com/donnafugata-sedara/w/4789?year=2018&price_id=20755638
Bernabeleva,Camino de Navaherreros 2018,Spain,Madrid,3.6,67,https://www.vivino.com/bernabeleva-camino-de-navaherreros/w/1240180?year=2018&price_id=20897080
Sindicat la Figuera,Vi Sec Garnatxa Fina 2018,Spain,Montsant,3.6,67,https://www.vivino.com/sindicat-la-figuera-vi-sec-garnatxa-fina/w/4421885?year=2018&price_id=20183671
Le Bèrne,Rosso di Montepulciano 2017,Italy,Rosso di Montepulciano,3.6,66,https://www.vivino.com/le-berne-rosso-di-montepulciano/w/1171504?year=2017&price_id=18328827
Casa Mayor,Old Vines Cabernet Sauvignon 2015,Chile,Rapel Valley,3.6,65,https://www.vivino.com/casa-mayor-old-vines-cabernet-sauvignon/w/1997483?year=2015&price_id=16699095
Fattoria Ambra,Santa Cristina In Pilli Carmignano 2016,Italy,Carmignano,3.6,64,https://www.vivino.com/ambra-santa-cristina-in-pilli-carmignano/w/21076?year=2016&price_id=20402507
Weingut Pöckl,Zweigelt Classique 2013,Austria,Burgenland,3.6,63,https://www.vivino.com/weingut-josef-pockl-zweigelt-classique/w/1206518?year=2013&price_id=4040056
Grosjean,Gamay 2018,Italy,Valle d'Aosta,3.6,63,https://www.vivino.com/grosjean-gamay/w/1137499?year=2018&price_id=20121963
Matteo Correggia,Barbera d'Alba 2017,Italy,Barbera d'Alba,3.6,63,https://www.vivino.com/it-matteo-correggia-barbera-d-alba/w/97374?year=2017&price_id=20727459
Château du Taillan,Haut-Médoc 2016,France,Haut-Médoc,3.6,63,https://www.vivino.com/scea-chateau-du-taillan-haut-medoc/w/1188626?year=2016&price_id=17193488
Tenuta Sette Ponti,Vigna di Pallino Chianti Riserva 2015,Italy,Chianti,3.6,62,https://www.vivino.com/tenuta-sette-ponti-vigna-di-pallino-chianti-riserva/w/5742169?year=2015&price_id=21535636
Pierre & Bertrand Couly,Chinon 2016,France,Chinon,3.6,61,https://www.vivino.com/pierre-and-bertrand-chinon/w/1208417?year=2016&price_id=20760043
Château le Breton,Bordeaux 2014,France,Bordeaux,3.6,61,https://www.vivino.com/chateau-le-breton-bordeaux/w/1213551?year=2014&price_id=5139341
Finca Torremilanos,Torremilanos Crianza Ribera del Duero 2016,Spain,Ribera del Duero,3.6,61,https://www.vivino.com/es-finca-torremilanos-torremilanos-crianza-ribera-del-duero/w/1395689?year=2016&price_id=20897094
Piero Mancini,Falcale Cannonau di Sardegna 2018,Italy,Cannonau di Sardegna,3.6,61,https://www.vivino.com/piero-mancini-falcale-cannonau-di-sardegna/w/1162369?year=2018&price_id=20190501
Corino Giovanni,Langhe Nebbiolo 2017,Italy,Langhe,3.6,61,https://www.vivino.com/giovanni-corino-langhe-nebbiolo/w/1489523?year=2017&price_id=21259186
Corino Giovanni,Barbera d'Alba 2017,Italy,Barbera d'Alba,3.6,58,https://www.vivino.com/giovanni-corino-barbera-d-alba/w/1099426?year=2017&price_id=20890029
Raúl Pérez,Castro Ventosa El Castro de Valtuille 2017,Spain,Bierzo,3.6,56,https://www.vivino.com/raul-perez-castro-ventosa-el-castro-de-valtuille/w/1175429?year=2017&price_id=13874029
Roccapesta,Ribeo Morellino di Scansano 2018,Italy,Morellino di Scansano,3.6,56,https://www.vivino.com/roccapesta-ribeo-morellino-di-scansano/w/1458328?year=2018&price_id=21035283
Backsberg,Merlot 2018,South Africa,Paarl,3.6,56,https://www.vivino.com/backsberg-merlot/w/16261?year=2018&price_id=21305910
Gómez Cruzado,Vendimia Seleccionada 2018,Spain,Rioja,3.6,55,https://www.vivino.com/gomez-cruzado-vendimia-seleccionada/w/1459380?year=2018&price_id=19928753
La Vinyeta,Heus Negre 2019,Spain,Empordà,3.6,55,https://www.vivino.com/la-vinyeta-heus-negre/w/1220836?year=2019&price_id=20988486
La Montanina,Chianti Classico 2013,Italy,Chianti Classico,3.6,53,https://www.vivino.com/la-montanina-chianti-classico/w/2196499?year=2013&price_id=16056672
Antonelli San Marco,Montefalco Rosso 2017,Italy,Montefalco,3.6,53,https://www.vivino.com/antonelli-san-marco-montefalco-rosso/w/74450?year=2017&price_id=20727802
Montecivoli,Morellino di Scansano 2016,Italy,Morellino di Scansano,3.6,52,https://www.vivino.com/montecivoli-morellino-di-scansano/w/1743670?year=2016&price_id=18671837
Foxes Island,Fox Belsham Vineyard Selections Pinot Noir 2014,New Zealand,Marlborough,3.6,51,https://www.vivino.com/foxes-island-fox-belsham-vineyard-selections-pinot-noir/w/1433544?year=2014&price_id=12776612
Azienda Agricola Tamburini,Il Massiccio 2014,Italy,Toscana,3.6,51,https://www.vivino.com/azienda-agricola-tamburini-il-massiccio-sangiovese/w/1175841?year=2014&price_id=20906529
Gabbas,Lillovè Cannonau di Sardegna 2018,Italy,Cannonau di Sardegna,3.6,51,https://www.vivino.com/gabbas-lillove-cannonau-di-sardegna/w/1187350?year=2018&price_id=20530136
Grosjean,Vigne Rovettaz Torrette Supèrieur 2017,Italy,Valle d'Aosta,3.6,50,https://www.vivino.com/grosjean-vigne-rovettaz-torrette-superieur/w/4609397?year=2017&price_id=20530085
Le Guaite di Noemi,Tano Rosso Veronese 2011,Italy,Rosso Veronese,3.6,49,https://www.vivino.com/le-guaite-di-noemi-tano-rosso-veronese/w/5420467?year=2011&price_id=12896370
Ata Rangi,Crimson Pinot Noir 2018,New Zealand,Martinborough,3.6,48,https://www.vivino.com/ata-rangi-crimson-pinot-noir/w/79607?year=2018&price_id=21317410
Schiavenza,Langhe Nebbiolo 2017,Italy,Langhe,3.6,48,https://www.vivino.com/schiavenza-langhe-nebbiolo/w/19806?year=2017&price_id=20003623
Mrva & Stanko,Frankovka Modrá 2016,Slovakia,Slovakia,3.6,48,https://www.vivino.com/mrva-stanko-frankovka-modra/w/1145810?year=2016&price_id=18309524
Viña Zorzal,Malayeto 2017,Spain,Navarra,3.6,46,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2017&price_id=20529749
Piazzano,Chianti 2018,Italy,Chianti,3.6,45,https://www.vivino.com/piazzano-chianti/w/90568?year=2018&price_id=19741161
Pian delle Querci,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,3.6,45,https://www.vivino.com/pian-delle-querci-rosso-di-montalcino/w/1267841?year=2017&price_id=18328830
Weingut Pöckl,Zweigelt Classique 2017,Austria,Burgenland,3.6,45,https://www.vivino.com/weingut-josef-pockl-zweigelt-classique/w/1206518?year=2017&price_id=20005164
Schiavenza,Barbera d'Alba 2017,Italy,Barbera d'Alba,3.6,44,https://www.vivino.com/schiavenza-barbera-d-alba/w/19805?year=2017&price_id=20614609
Canalicchio di Sopra,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,3.6,43,https://www.vivino.com/azienda-agricola-canalicchio-di-sopra-rosso-di-montalcino/w/85206?year=2018&price_id=21535645
Tiezzi Enzo,Poggio Cerrino Rosso di Montalcino 2017,Italy,Rosso di Montalcino,3.6,43,https://www.vivino.com/enzo-poggio-cerrino-rosso-di-montalcino/w/1389340?year=2017&price_id=19098741
Ca 'Lustra Zanovello,Moro Polo Rosso 2011,Italy,Colli Euganei,3.6,42,https://www.vivino.com/zanovello-moro-polo-colli-euganei-rosso/w/3157619?year=2011&price_id=11134724
Boschis Francesco,Vigne in Pianezzo Dogliani 2017,Italy,Dogliani,3.6,42,https://www.vivino.com/francesco-boschis-vigne-in-pianezzo-dogliani/w/1183851?year=2017&price_id=18818365
Château Hostens-Picant,Château de Grangeneuve Sainte-Foy-Bordeaux 2014,France,Sainte-Foy-Bordeaux,3.6,41,https://www.vivino.com/hostens-picant-chateau-de-grangeneuve-sainte-foy-bordeaux/w/1313736?year=2014&price_id=15786254
Fattoria la Parrina,Parrina Sangiovese 2018,Italy,Parrina,3.6,41,https://www.vivino.com/fattoria-la-parrina-parrina-sangiovese/w/1184306?year=2018&price_id=20408856
Viteadovest,Rosso 2014,Italy,Terre Siciliane,3.6,41,https://www.vivino.com/viteadovest-rosso/w/3310831?year=2014&price_id=11134280
Château Soucherie,'Reliefs' Anjou Rouge 2017,France,Anjou,3.6,41,https://www.vivino.com/chateau-soucherie-reliefs-anjou-rouge/w/1260129?year=2017&price_id=17335108
Poliziano,Lohsa Morellino di Scansano 2018,Italy,Morellino di Scansano,3.6,41,https://www.vivino.com/azienda-agricola-poliziano-lohsa-morellino-di-scansano/w/1426317?year=2018&price_id=21516650
Gallegati,Corallo Nero Sangiovese di Romagna Superiore Riserva 2010,Italy,Sangiovese di Romagna,3.6,40,https://www.vivino.com/gallegati-corallo-nero-sangiovese-di-romagna-superiore-riserva/w/1242130?year=2010&price_id=14052891
Château La Garricq,Moulis-en-Médoc 2008,France,Moulis-en-Médoc,3.6,40,https://www.vivino.com/fr-chateau-la-garricq-moulis-en-medoc/w/100070?year=2008&price_id=6739572
Arnaldo-Caprai,Anima Umbra Umbria 2017,Italy,Umbria,3.6,40,https://www.vivino.com/arnaldo-caprai-anima-umbra-umbria/w/23104?year=2017&price_id=19797685
Viladellops,Tinto 2015,Spain,Penedès,3.6,39,https://www.vivino.com/viladellops-tinto/w/1632555?year=2015&price_id=18705841
Grillesino,Battiferro Morellino di Scansano 2018,Italy,Morellino di Scansano,3.6,39,https://www.vivino.com/grillesino-battiferro-morellino-di-scansano/w/3082547?year=2018&price_id=20727779
Ostatu,Rioja Crianza 2017,Spain,Rioja Alavesa,3.6,39,https://www.vivino.com/ostatu-rioja-crianza/w/2394298?year=2017&price_id=20495201
Calafata,Scapigliato 2018,Italy,Colline Lucchesi,3.6,39,https://www.vivino.com/calafata-scapigliato/w/4853253?year=2018&price_id=19428257
Rocca di Frassinello,Maremma Toscana Ornello 2016,Italy,Maremma Toscana,3.6,37,https://www.vivino.com/rocca-di-frassinello-maremma-toscana-ornello/w/1191905?year=2016&price_id=20727685
Grifalco,Gricos 2016,Italy,Aglianico del Vulture,3.6,37,https://www.vivino.com/grifalco-gricos/w/1183180?year=2016&price_id=18462760
Costadilà,Rosso 2018,Italy,Colli Trevigiani,3.6,36,https://www.vivino.com/costadila-rosso/w/5422198?year=2018&price_id=19981286
Bastianich,Orsone Refosco 2018,Italy,Colli Orientali del Friuli,3.6,35,https://www.vivino.com/bastianich-orsone-refosco/w/2492174?year=2018&price_id=20103080
Patrick Jasmin,La Chevalière Collines Rhodaniennes 2017,France,Collines Rhodaniennes,3.6,35,https://www.vivino.com/patrick-jasmin-la-chevaliere-collines-rhodaniennes/w/1985462?year=2017&price_id=20048913
Luberri,Monje Amestoy de Luberri Reserva 2015,Spain,Rioja,3.6,34,https://www.vivino.com/luberri-monje-amestoy-de-luberri-reserva/w/1235240?year=2015&price_id=7584496
Swartland Winery,Contours Collection Merlot 2016,South Africa,Swartland,3.6,34,https://www.vivino.com/swartland-contours-collection-merlot/w/74815?year=2016&price_id=17166520
Fanti,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,3.6,34,https://www.vivino.com/fanti-rosso-di-montalcino/w/1775476?year=2018&price_id=20701544
La Source,Torrette 2015,Italy,Valle d'Aosta,3.6,33,https://www.vivino.com/la-source-torrette/w/1767522?year=2015&price_id=18875279
Teanum,Òtre Primitivo 2018,Italy,Puglia,3.6,33,https://www.vivino.com/teanum-otre-primitivo/w/1845961?year=2018&price_id=19588058
Castillo Perelada,3 Finques (Fincas) Crianza 2017,Spain,Empordà,3.6,33,https://www.vivino.com/castillo-perelada-three-finques-fincas-crianza/w/3343395?year=2017&price_id=20897074
Grosjean,Torrette 2018,Italy,Valle d'Aosta,3.6,33,https://www.vivino.com/grosjean-torrette/w/1137498?year=2018&price_id=20103086
Salustri,Santa Marta Montecucco Sangiovese 2016,Italy,Montecucco,3.6,32,https://www.vivino.com/salustri-santa-marta-montecucco-sangiovese/w/1251589?year=2016&price_id=18436077
Château Terrey-Gros-Cailloux,Saint-Julien 1995,France,Saint-Julien,3.6,32,https://www.vivino.com/chateau-terrey-gros-cailloux-saint-julien/w/1112510?year=1995&price_id=19834211
Michele Laluce,Zimberno Aglianico del Vulture 2013,Italy,Aglianico del Vulture,3.6,32,https://www.vivino.com/michele-laluce-zimberno-aglianico-del-vulture/w/1496599?year=2013&price_id=15051717
Baby Super Tuscan,Sangiovese - Cabernet Sauvignon 2018,Italy,Toscana,3.6,31,https://www.vivino.com/baby-super-tuscan-sangiovese-cabernet-sauvignon/w/4855221?year=2018&price_id=21216363
Lo Triolet,Pinot Noir 2016,Italy,Valle d'Aosta,3.6,31,https://www.vivino.com/lo-triolet-pinot-noir/w/2279134?year=2016&price_id=12985179
E. Guigal,Saint-Joseph 2017,France,Saint-Joseph,3.6,30,https://www.vivino.com/e-guigal-saint-joseph/w/7783?year=2017&price_id=18267323
Istine,Vigna Cavarchione Chianti Classico 2013,Italy,Chianti Classico,3.6,30,https://www.vivino.com/istine-vigna-cavarchione-chianti-classico/w/3797597?year=2013&price_id=11159423
Cascina Collina,Passio Barbera d'Asti 2014,Italy,Barbera d'Asti,3.6,30,https://www.vivino.com/cascina-collina-passio-barbera-d-asti/w/1732984?year=2014&price_id=12912303
Mulini di Segalari,Soloterra 2016,Italy,Costa Toscana,3.6,29,https://www.vivino.com/mulini-di-segalari-soloterra/w/2278373?year=2016&price_id=18433060
Tiago Teles,Maria da Graça Tinto 2014,Portugal,Bairrada,3.6,29,https://www.vivino.com/tiago-teles-maria-da-graca-tinto/w/2791609?year=2014&price_id=13499918
Villa S. Anna,Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,3.6,28,https://www.vivino.com/s-anna-vino-nobile-di-montepulciano/w/1220947?year=2016&price_id=21026637
Virna,Barbera d'Alba 2016,Italy,Barbera d'Alba,3.6,28,https://www.vivino.com/virna-barbera-d-alba/w/1262137?year=2016&price_id=18875055
Poggio di Bortolone,Frappato 2014,Italy,Vittoria,3.6,28,https://www.vivino.com/poggio-di-bortolone-frappato/w/3123293?year=2014&price_id=11134210
Conterno Fantino,Barbera d'Alba Vignota 2018,Italy,Barbera d'Alba,3.6,28,https://www.vivino.com/azienda-agricola-conterno-fantino-barbera-d-alba-vignota/w/16646?year=2018&price_id=20599493
Domaine du Closel - Château des Vaults,Une Emotion 2013,France,Anjou,3.6,27,https://www.vivino.com/domaine-du-closel-une-emotion/w/2244998?year=2013&price_id=19851028
Schiavenza,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,3.6,25,https://www.vivino.com/schiavenza-dolcetto-d-alba/w/19804?year=2018&price_id=20103084
Bibbiano,Chianti Classico Riserva 2014,Italy,Chianti Classico,3.6,25,https://www.vivino.com/tenuta-bibbiano-chianti-classico-riserva-chianti-classico-red-wine-v/w/6307507?year=2014&price_id=18187024
Edoardo Miroglio,Pinot Noir 2017,Bulgaria,Stara Zagora,3.6,25,https://www.vivino.com/edoardo-miroglio-pinot-noir/w/1319718?year=2017&price_id=20548174
Bodega Juan Carlos Sancha,Ad Libitum Maturana Tinta 2018,Spain,Rioja,3.6,25,https://www.vivino.com/juan-carlos-sancha-ad-libitum-maturana-tinta/w/1458025?year=2018&price_id=20025297
Cune (CVNE),Crianza 2013,Spain,Rioja,3.5,4978,https://www.vivino.com/cune-cvne-crianza/w/1135311?year=2013&price_id=13960222
MAN,Shiraz (Skaapveld) 2017,South Africa,Coastal Region,3.5,3752,https://www.vivino.com/man-vintners-shiraz-skaapveld/w/1706579?year=2017&price_id=20426026
Rawson's Retreat,Shiraz - Cabernet 2016,Australia,South Eastern Australia,3.5,1424,https://www.vivino.com/rawsons-retreat-shiraz-cabernet/w/2009?year=2016&price_id=15574746
Grant Burge,Shiraz N.V.,Australia,Barossa,3.5,1302,https://www.vivino.com/grant-burge-wines-pty-ltd-shiraz/w/11957?year=N.V.&price_id=13768419
Cecchi,Chianti 2018,Italy,Chianti,3.5,1199,https://www.vivino.com/casa-vinicola-luigi-cecchi-e-figli-chianti/w/12119?year=2018&price_id=19347941
Anakena,Cabernet Sauvignon 2015,Chile,Rapel Valley,3.5,981,https://www.vivino.com/anakena-winery-cabernet-sauvignon-rapel-valley/w/1954467?year=2015&price_id=9901699
Kim Crawford,Pinot Noir 2017,New Zealand,South Island,3.5,866,https://www.vivino.com/kim-crawford-pinot-noir/w/1704527?year=2017&price_id=18948795
La Gascogne d'Alain Brumont,Merlot - Tannat 2016,France,Gascogne,3.5,682,https://www.vivino.com/la-gascogne-d-alain-brumont-merlot-tannat/w/16036?year=2016&price_id=17230537
Ricasoli,Chianti 2018,Italy,Chianti,3.5,632,https://www.vivino.com/ricasoli-chianti/w/12210?year=2018&price_id=20991780
San Patrignano,Aulente Rosso 2016,Italy,Rubicone,3.5,591,https://www.vivino.com/san-patrignano-aulente-rosso/w/75298?year=2016&price_id=16490236
Torre Zambra,Madia Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,3.5,589,https://www.vivino.com/torre-zambra-madia-montepulciano-d-abruzzo/w/1999863?year=2017&price_id=20765972
Martúe,Campo de la Guardia 2012,Spain,Campo de la Guardia,3.5,545,https://www.vivino.com/martue-campo-de-la-guardia/w/1172697?year=2012&price_id=9563474
La Braccesca,Sabazio 2014,Italy,Rosso di Montepulciano,3.5,531,https://www.vivino.com/la-braccesca-sabazio/w/1672?year=2014&price_id=19349595
Fleur du Cap,Shiraz 2016,South Africa,Stellenbosch,3.5,524,https://www.vivino.com/fleur-du-cap-shiraz/w/1280905?year=2016&price_id=17007817
Estancia Mendoza,Malbec Roble 2015,Argentina,Mendoza,3.5,481,https://www.vivino.com/estancia-mendoza-malbec-roble/w/1151212?year=2015&price_id=15612906
Masi,Frescaripa Bardolino Classico 2018,Italy,Bardolino Classico,3.5,469,https://www.vivino.com/it-masi-frescaripa-bardolino-classico/w/21978?year=2018&price_id=19364874
Bodega Marañones,Marañones Garnacha 2016,Spain,Madrid,3.5,449,https://www.vivino.com/maranones-maranones-garnacha/w/1573916?year=2016&price_id=14174740
Viña Real,Rioja Crianza 2016,Spain,Rioja,3.5,447,https://www.vivino.com/es-vina-real-rioja-crianza/w/1261821?year=2016&price_id=19027061
Musella,Valpolicella Superiore 2017,Italy,Valpolicella,3.5,440,https://www.vivino.com/azienda-agricola-musella-valpolicella-superiore/w/15717?year=2017&price_id=20048792
Jorge Ordóñez,Espeto Tempranillo 2017,Spain,Castilla,3.5,424,https://www.vivino.com/jorge-ordonez-and-co-espeto-tempranillo/w/3126386?year=2017&price_id=21437210
Château La Raze Beauvallet,Médoc 2012,France,Médoc,3.5,408,https://www.vivino.com/chteau-la-raze-beauvallet-medoc/w/1160708?year=2012&price_id=5139340
Osborne,Solaz Tempranillo 2016,Spain,Castilla,3.5,361,https://www.vivino.com/osborne-solaz-tempranillo/w/2915910?year=2016&price_id=20854493
Celler del Roure,Vermell 2016,Spain,Valencia,3.5,360,https://www.vivino.com/celler-del-roure-sl-vermell/w/2477371?year=2016&price_id=21329714
La Braccesca,Sabazio 2012,Italy,Rosso di Montepulciano,3.5,350,https://www.vivino.com/la-braccesca-sabazio/w/1672?year=2012&price_id=19349594
Château Fonréaud,Listrac-Médoc 2012,France,Listrac-Médoc,3.5,298,https://www.vivino.com/fonreaud-listrac-medoc/w/1159195?year=2012&price_id=17599259
Cecchi,Storia di Famiglia Chianti Classico 2017,Italy,Chianti Classico,3.5,290,https://www.vivino.com/casa-vinicola-luigi-cecchi-e-figli-storia-di-famiglia-chianti-classico-chianti-classico/w/5371050?year=2017&price_id=20833918
Castello di Querceto,Chianti 2018,Italy,Chianti,3.5,262,https://www.vivino.com/castello-di-querceto-chianti/w/15639?year=2018&price_id=19844417
Halewood,Floare de Luna Private Reserve Feteasca Neagra 2013,Romania,Dealu Mare,3.5,257,https://www.vivino.com/cramele-halewood-sa-floare-de-luna-feteasca-neagra-private-reserve/w/2375488?year=2013&price_id=14650513
Domaine du Mistral,Côtes du Rhône 2011,France,Côtes-du-Rhône,3.5,256,https://www.vivino.com/mistral-79046-cotes-du-rhone/w/1214717?year=2011&price_id=11159164
Mengoba,Brezo Mencía 2018,Spain,Bierzo,3.5,252,https://www.vivino.com/mengoba-brezo-mencia/w/1610845?year=2018&price_id=18457310
Estrella de Pascua,Merlot 2017,Chile,Central Valley,3.5,245,https://www.vivino.com/estrella-de-pascua-merlot/w/3859864?year=2017&price_id=15839124
Cantina Tollo,Colle Secco Montepulciano d'Abruzzo Rubino 2008,Italy,Montepulciano d'Abruzzo,3.5,223,https://www.vivino.com/cantina-tollo-colle-secco-montepulciano-d-abruzzo-rubino/w/1198195?year=2008&price_id=2894900
